year,project,month,site,treatment,plot_id,functional_group,family,genus,specie,taxon,cover
2019,Puna,April,TRE,C,1,Gramminoid,Cyperaceae,Carex,pichinchensis,Carex pichinchensis,20
2019,Puna,April,TRE,C,1,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,1
2019,Puna,April,TRE,C,1,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,5
2019,Puna,April,TRE,C,1,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,0.5
2019,Puna,April,TRE,C,1,Forb,Euphobiaceae,Euphorbia,huanchahana,Euphorbia huanchahana,0.5
2019,Puna,April,TRE,C,1,Forb,Gentianaceae,Gentiana,sedifolia,Gentiana sedifolia,0.5
2019,Puna,April,TRE,C,1,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,2
2019,Puna,April,TRE,C,1,Woody,Hypericaceae,Hypericum,andinum,Hypericum andinum,25
2019,Puna,April,TRE,C,1,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,0.5
2019,Puna,April,TRE,C,1,Forb,Orchidaceae,Pterichis,sp1,Pterichis sp1,0.5
2019,Puna,April,TRE,C,1,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,1
2019,Puna,April,TRE,C,1,Gramminoid,Poaceae,Agrostis,trichodes,Agrostis trichodes,1
2019,Puna,April,TRE,C,1,Gramminoid,Poaceae,Bromus,lanatus,Bromus lanatus,0.5
2019,Puna,April,TRE,C,1,Gramminoid,Poaceae,Calamagrostis,cf. amoena,Calamagrostis cf. amoena,51
2019,Puna,April,TRE,C,1,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,5
2019,Puna,April,TRE,C,1,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,2
2019,Puna,April,TRE,C,1,Forb,Rosaceae,Lachemilla,orbiculata,Lachemilla orbiculata,0.5
2019,Puna,April,TRE,C,1,Forb,Violaceae,Viola,pygmaea,Viola pygmaea,2
2019,Puna,April,TRE,C,2,Forb,Asteraceae,Oreithales,integrifolia,Oreithales integrifolia,0.5
2019,Puna,April,TRE,C,2,Forb,Asteraceae,Oritrophium,hieracioides,Oritrophium hieracioides,0.5
2019,Puna,April,TRE,C,2,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,0.5
2019,Puna,April,TRE,C,2,Gramminoid,Cyperaceae,Carex,bonplandii,Carex bonplandii,5
2019,Puna,April,TRE,C,2,Gramminoid,Cyperaceae,Carex,pichinchensis,Carex pichinchensis,2
2019,Puna,April,TRE,C,2,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,1
2019,Puna,April,TRE,C,2,Gramminoid,Cyperaceae,Trichophorum,rigidum,Trichophorum rigidum,5
2019,Puna,April,TRE,C,2,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,2
2019,Puna,April,TRE,C,2,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,2
2019,Puna,April,TRE,C,2,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,2
2019,Puna,April,TRE,C,2,Woody,Hypericaceae,Hypericum,andinum,Hypericum andinum,1
2019,Puna,April,TRE,C,2,Gramminoid,Juncaceae,Luzula,racemosa,Luzula racemosa,0.5
2019,Puna,April,TRE,C,2,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,1
2019,Puna,April,TRE,C,2,Gramminoid,Poaceae,Calamagrostis,cf. amoena,Calamagrostis cf. amoena,5
2019,Puna,April,TRE,C,2,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,50
2019,Puna,April,TRE,C,2,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,5
2019,Puna,April,TRE,C,2,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,1
2019,Puna,April,TRE,C,2,Forb,Rosaceae,Lachemilla,orbiculata,Lachemilla orbiculata,4
2019,Puna,April,TRE,C,3,Forb,Asteraceae,Bidens,triplinervia,Bidens triplinervia,0.5
2019,Puna,April,TRE,C,3,Forb,Asteraceae,Hypochaeris,taraxacoides,Hypochaeris taraxacoides,1
2019,Puna,April,TRE,C,3,Forb,Asteraceae,Oritrophium,hieracioides,Oritrophium hieracioides,2
2019,Puna,April,TRE,C,3,Woody,Asteraceae,Baccharis,caespitosa,Baccharis caespitosa,0.5
2019,Puna,April,TRE,C,3,Gramminoid,Cyperaceae,Carex,bonplandii,Carex bonplandii,10
2019,Puna,April,TRE,C,3,Gramminoid,Cyperaceae,Carex,pichinchensis,Carex pichinchensis,5
2019,Puna,April,TRE,C,3,Gramminoid,Cyperaceae,Trichophorum,rigidum,Trichophorum rigidum,3
2019,Puna,April,TRE,C,3,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,5
2019,Puna,April,TRE,C,3,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,1
2019,Puna,April,TRE,C,3,Forb,Euphobiaceae,Euphorbia,huanchahana,Euphorbia huanchahana,0.5
2019,Puna,April,TRE,C,3,Forb,Gentianaceae,Gentiana,sedifolia,Gentiana sedifolia,0.5
2019,Puna,April,TRE,C,3,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,15
2019,Puna,April,TRE,C,3,Woody,Hypericaceae,Hypericum,andinum,Hypericum andinum,25
2019,Puna,April,TRE,C,3,Gramminoid,Poaceae,Calamagrostis,cf. amoena,Calamagrostis cf. amoena,30
2019,Puna,April,TRE,C,3,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,25
2019,Puna,April,TRE,C,3,Gramminoid,Poaceae,Chusquea,intipaqariy,Chusquea intipaqariy,25
2019,Puna,April,TRE,C,3,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,3
2019,Puna,April,TRE,C,3,Forb,Rosaceae,Lachemilla,jamesonii,Lachemilla jamesonii,8
2019,Puna,April,TRE,C,3,Forb,Violaceae,Viola,pygmaea,Viola pygmaea,3
2019,Puna,April,TRE,C,4,Forb,Asteraceae,Hypochaeris,taraxacoides,Hypochaeris taraxacoides,0.5
2019,Puna,April,TRE,C,4,Forb,Asteraceae,Perezia,pungens,Perezia pungens,0.5
2019,Puna,April,TRE,C,4,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,0.5
2019,Puna,April,TRE,C,4,Gramminoid,Cyperaceae,Carex,pichinchensis,Carex pichinchensis,5
2019,Puna,April,TRE,C,4,Gramminoid,Cyperaceae,Carex,pygmaea,Carex pygmaea,8
2019,Puna,April,TRE,C,4,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,20
2019,Puna,April,TRE,C,4,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,10
2019,Puna,April,TRE,C,4,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,1
2019,Puna,April,TRE,C,4,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,25
2019,Puna,April,TRE,C,4,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,2
2019,Puna,April,TRE,C,4,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,1
2019,Puna,April,TRE,C,4,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,60
2019,Puna,April,TRE,C,4,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,2
2019,Puna,April,TRE,C,4,Forb,Rosaceae,Lachemilla,jamesonii,Lachemilla jamesonii,0.5
2019,Puna,April,TRE,C,4,Forb,Violaceae,Viola,pygmaea,Viola pygmaea,1
2019,Puna,April,TRE,C,5,Forb,Asteraceae,Werneria,nubigena,Werneria nubigena,1
2019,Puna,April,TRE,C,5,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,4
2019,Puna,April,TRE,C,5,Gramminoid,Cyperaceae,Rhynchospora,macrochaeta,Rhynchospora macrochaeta,8
2019,Puna,April,TRE,C,5,Gramminoid,Cyperaceae,Trichophorum,rigidum,Trichophorum rigidum,10
2019,Puna,April,TRE,C,5,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,15
2019,Puna,April,TRE,C,5,Woody,Ericaceae,Pernettya,prostrata,Pernettya prostrata,3
2019,Puna,April,TRE,C,5,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,25
2019,Puna,April,TRE,C,5,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,5
2019,Puna,April,TRE,C,5,Woody,Hypericaceae,Hypericum,andinum,Hypericum andinum,4
2019,Puna,April,TRE,C,5,Gramminoid,Juncaceae,Luzula,racemosa,Luzula racemosa,10
2019,Puna,April,TRE,C,5,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,4
2019,Puna,April,TRE,C,5,Gramminoid,Poaceae,Bromus,lanatus,Bromus lanatus,2
2019,Puna,April,TRE,C,5,Gramminoid,Poaceae,Calamagrostis,cf. amoena,Calamagrostis cf. amoena,25
2019,Puna,April,TRE,C,5,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,15
2019,Puna,April,TRE,C,5,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,10
2019,Puna,April,WAY,B,1,Forb,Asteraceae,Gnaphalium,dombeyanum,Gnaphalium dombeyanum,0.5
2019,Puna,April,WAY,B,1,Forb,Asteraceae,Senecio,burkartii,Senecio burkartii,15
2019,Puna,April,WAY,B,1,Forb,Asteraceae,Stevia,pennellii,Stevia pennellii,1
2019,Puna,April,WAY,B,1,Woody,Asteraceae,Baccharis,tricuneata,Baccharis tricuneata,0.5
2019,Puna,April,WAY,B,1,Gramminoid,Cyperaceae,Carex,cf. crinalis,Carex cf. crinalis,1
2019,Puna,April,WAY,B,1,Gramminoid,Cyperaceae,Rhynchospora,aristata,Rhynchospora aristata,0.5
2019,Puna,April,WAY,B,1,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,4
2019,Puna,April,WAY,B,1,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,1
2019,Puna,April,WAY,B,1,Forb,Iridaceae,Sisyrinchium,vaginatum,Sisyrinchium vaginatum,0.5
2019,Puna,April,WAY,B,1,Fern,Lycopodiaceae,Lycopodium,thyoides,Lycopodium thyoides,40
2019,Puna,April,WAY,B,1,Woody,Melastomataceae,Brachyotum,grisebachii,Brachyotum grisebachii,0.5
2019,Puna,April,WAY,B,1,Forb,Orchidaceae,Cyrtochilum,mystacinum,Cyrtochilum mystacinum,1
2019,Puna,April,WAY,B,1,Forb,Orchidaceae,Pterichis,sp1,Pterichis sp1,0.5
2019,Puna,April,WAY,B,1,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,5
2019,Puna,April,WAY,B,1,Gramminoid,Poaceae,Calamagrostis,rigida,Calamagrostis rigida,10
2019,Puna,April,WAY,B,1,Gramminoid,Poaceae,Danthonia,secundiflora,Danthonia secundiflora,5
2019,Puna,April,WAY,B,1,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,5
2019,Puna,April,WAY,B,1,Woody,Primulaceae,Myrsine,coriacea,Myrsine coriacea,1
2019,Puna,April,WAY,B,1,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,5
2019,Puna,April,WAY,B,2,Forb,Asteraceae,Gnaphalium,dombeyanum,Gnaphalium dombeyanum,1
2019,Puna,April,WAY,B,2,Forb,Asteraceae,Senecio,burkartii,Senecio burkartii,0.5
2019,Puna,April,WAY,B,2,Forb,Asteraceae,Stevia,pennellii,Stevia pennellii,1
2019,Puna,April,WAY,B,2,Gramminoid,Cyperaceae,Carex,cf. crinalis,Carex cf. crinalis,5
2019,Puna,April,WAY,B,2,Fern,Dryopteridaceae,Elaphoglossum,huacsaro,Elaphoglossum huacsaro,1
2019,Puna,April,WAY,B,2,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,1
2019,Puna,April,WAY,B,2,Forb,Iridaceae,Sisyrinchium,vaginatum,Sisyrinchium vaginatum,0.5
2019,Puna,April,WAY,B,2,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,3
2019,Puna,April,WAY,B,2,Fern,Lycopodiaceae,Lycopodium,thyoides,Lycopodium thyoides,15
2019,Puna,April,WAY,B,2,Forb,Orchidaceae,Gomphichis,valida,Gomphichis valida,0.5
2019,Puna,April,WAY,B,2,Forb,Orchidaceae,Pterichis,sp1,Pterichis sp1,1
2019,Puna,April,WAY,B,2,Gramminoid,Poaceae,Calamagrostis,rigida,Calamagrostis rigida,20
2019,Puna,April,WAY,B,2,Gramminoid,Poaceae,Danthonia,secundiflora,Danthonia secundiflora,22
2019,Puna,April,WAY,B,2,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,10
2019,Puna,April,WAY,B,2,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,0.5
2019,Puna,April,WAY,B,2,Forb,Rubiaceae,Nertera,granadensis,Nertera granadensis,5
2019,Puna,April,WAY,B,3,Forb,Asteraceae,Gnaphalium,dombeyanum,Gnaphalium dombeyanum,0.5
2019,Puna,April,WAY,B,3,Forb,Asteraceae,Hieracium,cf. mandonii,Hieracium cf. mandonii,0.5
2019,Puna,April,WAY,B,3,Forb,Asteraceae,Senecio,burkartii,Senecio burkartii,3
2019,Puna,April,WAY,B,3,Gramminoid,Cyperaceae,Carex,bonplandii,Carex bonplandii,1
2019,Puna,April,WAY,B,3,Gramminoid,Cyperaceae,Carex,cf. crinalis,Carex cf. crinalis,0.5
2019,Puna,April,WAY,B,3,Gramminoid,Cyperaceae,Rhynchospora,aristata,Rhynchospora aristata,5
2019,Puna,April,WAY,B,3,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,0.5
2019,Puna,April,WAY,B,3,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,1
2019,Puna,April,WAY,B,3,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,3
2019,Puna,April,WAY,B,3,Fern,Lycopodiaceae,Lycopodium,thyoides,Lycopodium thyoides,10
2019,Puna,April,WAY,B,3,Forb,Orchidaceae,Cyrtochilum,mystacinum,Cyrtochilum mystacinum,1
2019,Puna,April,WAY,B,3,Forb,Orchidaceae,Pterichis,sp1,Pterichis sp1,0.5
2019,Puna,April,WAY,B,3,Gramminoid,Poaceae,Calamagrostis,rigida,Calamagrostis rigida,20
2019,Puna,April,WAY,B,3,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,30
2019,Puna,April,WAY,B,3,Gramminoid,Poaceae,Danthonia,secundiflora,Danthonia secundiflora,2
2019,Puna,April,WAY,B,3,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,7
2019,Puna,April,WAY,B,3,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,0.5
2019,Puna,April,WAY,B,4,Forb,Asteraceae,Gnaphalium,dombeyanum,Gnaphalium dombeyanum,1
2019,Puna,April,WAY,B,4,Forb,Asteraceae,Senecio,burkartii,Senecio burkartii,1
2019,Puna,April,WAY,B,4,Forb,Asteraceae,Stevia,pennellii,Stevia pennellii,3
2019,Puna,April,WAY,B,4,Gramminoid,Cyperaceae,Carex,cf. crinalis,Carex cf. crinalis,3
2019,Puna,April,WAY,B,4,Gramminoid,Cyperaceae,Rhynchospora,aristata,Rhynchospora aristata,10
2019,Puna,April,WAY,B,4,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,5
2019,Puna,April,WAY,B,4,Fern,Lycopodiaceae,Lycopodium,thyoides,Lycopodium thyoides,5
2019,Puna,April,WAY,B,4,Forb,Orchidaceae,Pterichis,sp1,Pterichis sp1,0.5
2019,Puna,April,WAY,B,4,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,5
2019,Puna,April,WAY,B,4,Gramminoid,Poaceae,Calamagrostis,rigida,Calamagrostis rigida,15
2019,Puna,April,WAY,B,4,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,30
2019,Puna,April,WAY,B,4,Gramminoid,Poaceae,Danthonia,secundiflora,Danthonia secundiflora,10
2019,Puna,April,WAY,B,4,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,8
2019,Puna,April,WAY,B,4,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,2
2019,Puna,April,WAY,B,4,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,0.5
2019,Puna,April,WAY,B,4,Forb,Rosaceae,Lachemilla,orbiculata,Lachemilla orbiculata,0.5
2019,Puna,April,WAY,B,5,Forb,Alstroemeriaceae,Bomarea,brevis,Bomarea brevis,0.5
2019,Puna,April,WAY,B,5,Forb,Asteraceae,Gnaphalium,dombeyanum,Gnaphalium dombeyanum,0.5
2019,Puna,April,WAY,B,5,Forb,Asteraceae,Hieracium,cf. mandonii,Hieracium cf. mandonii,0.5
2019,Puna,April,WAY,B,5,Forb,Asteraceae,Hypochaeris,taraxacoides,Hypochaeris taraxacoides,5
2019,Puna,April,WAY,B,5,Forb,Asteraceae,Senecio,burkartii,Senecio burkartii,0.5
2019,Puna,April,WAY,B,5,Forb,Asteraceae,Stevia,pennellii,Stevia pennellii,5
2019,Puna,April,WAY,B,5,Gramminoid,Cyperaceae,Carex,boliviensis,Carex boliviensis,3
2019,Puna,April,WAY,B,5,Gramminoid,Cyperaceae,Carex,cf. crinalis,Carex cf. crinalis,1
2019,Puna,April,WAY,B,5,Gramminoid,Cyperaceae,Rhynchospora,aristata,Rhynchospora aristata,4
2019,Puna,April,WAY,B,5,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,0.5
2019,Puna,April,WAY,B,5,Forb,Iridaceae,Sisyrinchium,vaginatum,Sisyrinchium vaginatum,0.5
2019,Puna,April,WAY,B,5,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,20
2019,Puna,April,WAY,B,5,Fern,Lycopodiaceae,Lycopodium,thyoides,Lycopodium thyoides,5
2019,Puna,April,WAY,B,5,Forb,Orchidaceae,Pterichis,sp1,Pterichis sp1,0.5
2019,Puna,April,WAY,B,5,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,10
2019,Puna,April,WAY,B,5,Gramminoid,Poaceae,Calamagrostis,cf. amoena,Calamagrostis cf. amoena,45
2019,Puna,April,WAY,B,5,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,6
2019,Puna,April,WAY,B,5,Gramminoid,Poaceae,Danthonia,secundiflora,Danthonia secundiflora,10
2019,Puna,April,WAY,B,5,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,8
2019,Puna,April,WAY,B,5,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,5
2019,Puna,April,WAY,B,5,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,0.5
2019,Puna,April,WAY,C,1,Forb,Asteraceae,Achyrocline,ramosissima,Achyrocline ramosissima,1
2019,Puna,April,WAY,C,1,Forb,Asteraceae,Gnaphalium,dombeyanum,Gnaphalium dombeyanum,0.5
2019,Puna,April,WAY,C,1,Forb,Asteraceae,Hieracium,cf. mandonii,Hieracium cf. mandonii,0.5
2019,Puna,April,WAY,C,1,Forb,Asteraceae,Hypochaeris,taraxacoides,Hypochaeris taraxacoides,1
2019,Puna,April,WAY,C,1,Forb,Asteraceae,Stevia,pennellii,Stevia pennellii,5
2019,Puna,April,WAY,C,1,Forb,Asteraceae,Werneria,nubigena,Werneria nubigena,7
2019,Puna,April,WAY,C,1,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,5
2019,Puna,April,WAY,C,1,Gramminoid,Cyperaceae,Carex,boliviensis,Carex boliviensis,0.5
2019,Puna,April,WAY,C,1,Gramminoid,Cyperaceae,Carex,cf. crinalis,Carex cf. crinalis,1
2019,Puna,April,WAY,C,1,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,0.5
2019,Puna,April,WAY,C,1,Fern,Lycopodiaceae,Lycopodium,thyoides,Lycopodium thyoides,40
2019,Puna,April,WAY,C,1,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,20
2019,Puna,April,WAY,C,1,Gramminoid,Poaceae,Calamagrostis,cf. amoena,Calamagrostis cf. amoena,5
2019,Puna,April,WAY,C,1,Gramminoid,Poaceae,Danthonia,secundiflora,Danthonia secundiflora,5
2019,Puna,April,WAY,C,1,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,10
2019,Puna,April,WAY,C,1,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,5
2019,Puna,April,WAY,C,1,Forb,Rosaceae,Lachemilla,orbiculata,Lachemilla orbiculata,1
2019,Puna,April,WAY,C,1,Forb,Rubiaceae,Nertera,granadensis,Nertera granadensis,5
2019,Puna,April,WAY,C,2,Forb,Asteraceae,Gnaphalium,dombeyanum,Gnaphalium dombeyanum,0.5
2019,Puna,April,WAY,C,2,Forb,Asteraceae,Stevia,pennellii,Stevia pennellii,8
2019,Puna,April,WAY,C,2,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,3
2019,Puna,April,WAY,C,2,Gramminoid,Cyperaceae,Carex,boliviensis,Carex boliviensis,0.5
2019,Puna,April,WAY,C,2,Gramminoid,Cyperaceae,Carex,cf. crinalis,Carex cf. crinalis,5
2019,Puna,April,WAY,C,2,Gramminoid,Cyperaceae,Rhynchospora,aristata,Rhynchospora aristata,0.5
2019,Puna,April,WAY,C,2,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,0.5
2019,Puna,April,WAY,C,2,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,10
2019,Puna,April,WAY,C,2,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,15
2019,Puna,April,WAY,C,2,Gramminoid,Poaceae,Calamagrostis,cf. amoena,Calamagrostis cf. amoena,30
2019,Puna,April,WAY,C,2,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,8
2019,Puna,April,WAY,C,2,Gramminoid,Poaceae,Danthonia,secundiflora,Danthonia secundiflora,20
2019,Puna,April,WAY,C,2,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,5
2019,Puna,April,WAY,C,2,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,1
2019,Puna,April,WAY,C,2,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,1
2019,Puna,April,WAY,C,2,Forb,Rubiaceae,Nertera,granadensis,Nertera granadensis,5
2019,Puna,April,WAY,C,3,Forb,Asteraceae,Gnaphalium,dombeyanum,Gnaphalium dombeyanum,1
2019,Puna,April,WAY,C,3,Forb,Asteraceae,Senecio,burkartii,Senecio burkartii,1
2019,Puna,April,WAY,C,3,Forb,Asteraceae,Stevia,pennellii,Stevia pennellii,1.5
2019,Puna,April,WAY,C,3,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,8
2019,Puna,April,WAY,C,3,Gramminoid,Cyperaceae,Carex,cf. crinalis,Carex cf. crinalis,5
2019,Puna,April,WAY,C,3,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,0.5
2019,Puna,April,WAY,C,3,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,1
2019,Puna,April,WAY,C,3,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,10
2019,Puna,April,WAY,C,3,Fern,Lycopodiaceae,Lycopodium,thyoides,Lycopodium thyoides,3
2019,Puna,April,WAY,C,3,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,15
2019,Puna,April,WAY,C,3,Gramminoid,Poaceae,Calamagrostis,cf. amoena,Calamagrostis cf. amoena,50
2019,Puna,April,WAY,C,3,Gramminoid,Poaceae,Danthonia,secundiflora,Danthonia secundiflora,10
2019,Puna,April,WAY,C,3,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,10
2019,Puna,April,WAY,C,3,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,5
2019,Puna,April,WAY,C,3,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,0.5
2019,Puna,April,WAY,C,4,Forb,Asteraceae,Gnaphalium,dombeyanum,Gnaphalium dombeyanum,0.5
2019,Puna,April,WAY,C,4,Forb,Asteraceae,Stevia,pennellii,Stevia pennellii,5
2019,Puna,April,WAY,C,4,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,0.5
2019,Puna,April,WAY,C,4,Gramminoid,Cyperaceae,Carex,cf. crinalis,Carex cf. crinalis,5
2019,Puna,April,WAY,C,4,Gramminoid,Cyperaceae,Carex,sp7,Carex sp7,1
2019,Puna,April,WAY,C,4,Gramminoid,Cyperaceae,Oreobolus,venezuelensis,Oreobolus venezuelensis,4
2019,Puna,April,WAY,C,4,Gramminoid,Cyperaceae,Rhynchospora,aristata,Rhynchospora aristata,2
2019,Puna,April,WAY,C,4,Forb,Gentianaceae,Gentiana,sedifolia,Gentiana sedifolia,0.5
2019,Puna,April,WAY,C,4,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,0.5
2019,Puna,April,WAY,C,4,Forb,Iridaceae,Sisyrinchium,vaginatum,Sisyrinchium vaginatum,0.5
2019,Puna,April,WAY,C,4,Woody,Melastomataceae,Brachyotum,grisebachii,Brachyotum grisebachii,0.5
2019,Puna,April,WAY,C,4,Gramminoid,Poaceae,Agrostis,mertensii,Agrostis mertensii,25
2019,Puna,April,WAY,C,4,Gramminoid,Poaceae,Calamagrostis,tarmensis,Calamagrostis tarmensis,50
2019,Puna,April,WAY,C,4,Gramminoid,Poaceae,Danthonia,secundiflora,Danthonia secundiflora,1
2019,Puna,April,WAY,C,4,Gramminoid,Poaceae,Festuca,dolichophylla,Festuca dolichophylla,1
2019,Puna,April,WAY,C,4,Gramminoid,Poaceae,Paspalum,bonplandianum,Paspalum bonplandianum,2
2019,Puna,April,WAY,C,4,Fern,Pteridaceae,Eriosorus,cheilanthoides,Eriosorus cheilanthoides,0.5
2019,Puna,April,WAY,C,4,Forb,Rubiaceae,Nertera,granadensis,Nertera granadensis,4
2019,Puna,April,WAY,C,5,Forb,Asteraceae,Hypochaeris,taraxacoides,Hypochaeris taraxacoides,1
2019,Puna,April,WAY,C,5,Forb,Asteraceae,Stevia,pennellii,Stevia pennellii,1
2019,Puna,April,WAY,C,5,Forb,Asteraceae,Werneria,nubigena,Werneria nubigena,1
2019,Puna,April,WAY,C,5,Woody,Asteraceae,Baccharis,genistelloides,Baccharis genistelloides,0.5
2019,Puna,April,WAY,C,5,Gramminoid,Cyperaceae,Carex,cf. crinalis,Carex cf. crinalis,1
2019,Puna,April,WAY,C,5,Woody,Ericaceae,Gaultheria,glomerata,Gaultheria glomerata,0.5
2019,Puna,April,WAY,C,5,Woody,Ericaceae,Vaccinium,floribundum,Vaccinium floribundum,1
2019,Puna,April,WAY,C,5,Forb,Gentianaceae,Halenia,umbellata,Halenia umbellata,1
2019,Puna,April,WAY,C,5,Fern,Lycopodiaceae,Lycopodium,clavatum,Lycopodium clavatum,15
2019,Puna,April,WAY,C,5,Woody,Melastomataceae,Brachyotum,grisebachii,Brachyotum grisebachii,0.5
2019,Puna,April,WAY,C,5,Forb,Orchidaceae,Pterichis,sp1,Pterichis sp1,0.5
