id,country,year,project,treatment,site,elevation,latitude,longitude,gradient,plot_id,taxon,genus,species,date,individual_nr,plant_height_cm,wet_mass_total_g,leaf_thickness_ave_mm,leaf_area_total_cm2,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,bulk,nr_leaves,number_leaves_scan,area_flag,dry_flag,wet_flag,comment,dry_mass_total_g,wet_mass_g,dry_mass_g,leaf_area_cm2,sla_cm2_g,ldmc
BHI8189,PE,2018,TRUE,B,QUE,3884.3,-13.213841,-71.619348,1,2,Poa sp,Poa,sp,2018-03-17T00:00:00Z,2,10,0.03,0.083666667,1.74,0.081,0.085,0.085,bulk,4,5,NA,NA,NA,NA,0.017,0.0075,0.00425,0.435,102.3529412,0.566666667
BHK2087,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex tristicha,Carex,tristicha,2018-03-17T00:00:00Z,1,5,0.016,0.213,1.06,0.187,0.217,0.235,NA,1,1,NA,NA,NA,NA,0.007,0.016,NA,1.06,NA,NA
BHL1283,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Stevia cuzcoensis,Stevia,cuzcoensis,2018-03-17T00:00:00Z,1,24,0.057,0.231666667,2.836,0.248,0.229,0.218,bulk,2,2,NA,NA,NA,NA,0.019,0.0285,NA,1.418,NA,NA
BHM7041,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Stevia sp,Stevia,sp,2018-03-17T00:00:00Z,2,25,0.082,0.378666667,2.967,0.463,0.345,0.328,NA,1,1,NA,NA,NA,NA,0.021,0.082,NA,2.967,NA,NA
BHN6267,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Stevia sp,Stevia,sp,2018-03-17T00:00:00Z,3,18,0.065,0.277333333,2.615,0.271,0.286,0.275,NA,1,1,NA,NA,NA,NA,0.021,0.065,NA,2.615,NA,NA
BHO3594,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Stevia cuzcoensis,Stevia,cuzcoensis,2018-03-17T00:00:00Z,2,25,0.018,0.208666667,0.905,0.131,0.163,0.332,NA,1,2,NA,NA,NA,NA,0.004,0.018,0.004,0.905,226.25,0.222222222
BHP3738,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Stevia sp,Stevia,sp,2018-03-17T00:00:00Z,1,23,0.026,0.214,1.355,0.219,0.203,0.22,NA,1,1,NA,NA,NA,NA,0.011,0.026,NA,1.355,NA,NA
BHR0190,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Sisyrinchium sp,Sisyrinchium,sp,2018-03-17T00:00:00Z,5,6,0.01,0.071333333,1.416,0.0685,0.0815,0.064,NA,1,1,NA,NA,NA,NA,0.003,0.01,0.003,1.416,472,0.3
BHS4319,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Sisyrinchium sp,Sisyrinchium,sp,2018-03-17T00:00:00Z,1,26,0.029,0.121333333,2.898,0.1515,0.1145,0.098,NA,1,1,NA,NA,NA,NA,0.01,0.029,0.01,2.898,289.8,0.344827586
BHT7592,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex tristicha,Carex,tristicha,2018-03-17T00:00:00Z,2,5,0.017,0.171666667,1.277,0.162,0.191,0.162,NA,1,1,NA,NA,NA,NA,0.008,0.017,NA,1.277,NA,NA
BHU2373,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex tristicha,Carex,tristicha,2018-03-17T00:00:00Z,3,5,0.02,0.178,1.449,0.19,0.188,0.156,NA,1,1,NA,NA,NA,NA,0.009,0.02,0.009,1.449,161,0.45
BHV6542,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex tristicha,Carex,tristicha,2018-03-17T00:00:00Z,4,6,0.022,0.190333333,1.514,0.17,0.221,0.18,NA,1,2,NA,NA,NA,NA,0.01,0.022,NA,1.514,NA,NA
BHW5547,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex tristicha,Carex,tristicha,2018-03-17T00:00:00Z,5,5,0.02,0.232666667,1.108,0.228,0.227,0.243,NA,1,1,NA,NA,NA,NA,0.007,0.02,0.007,1.108,158.2857143,0.35
BHY7111,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Poa sp,Poa,sp,2018-03-17T00:00:00Z,1,9,0.027,0.154666667,2.358,0.133,0.176,0.155,bulk,2,2,NA,NA,NA,NA,0.012,0.0135,NA,1.179,NA,NA
BHZ5012,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Poa sp,Poa,sp,2018-03-17T00:00:00Z,2,10,0.018,0.138,2.377,0.106,0.161,0.147,bulk,2,2,NA,NA,NA,NA,0.016,0.009,NA,1.1885,NA,NA
BIA8225,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Poa sp,Poa,sp,2018-03-17T00:00:00Z,3,21,0.031,0.259333333,2.47,0.28,0.246,0.252,NA,1,1,NA,NA,NA,NA,0.014,0.031,NA,2.47,NA,NA
BIB3102,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Sisyrinchium sp,Sisyrinchium,sp,2018-03-17T00:00:00Z,2,19,0.03,0.119666667,3.094,0.0975,0.107,0.1545,NA,1,1,NA,NA,NA,NA,0.01,0.03,0.01,3.094,309.4,0.333333333
BIC3405,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Sisyrinchium sp,Sisyrinchium,sp,2018-03-17T00:00:00Z,3,1,0.004,0.07725,1.864,0.0715,0.083,NA,NA,1,2,NA,NA,NA,NA,0.002,0.004,0.002,1.864,932,0.5
BID1312,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Sisyrinchium sp,Sisyrinchium,sp,2018-03-17T00:00:00Z,4,8,0.008,0.08975,1.094,0.104,0.0755,NA,NA,1,1,NA,NA,NA,NA,0.004,0.008,0.004,1.094,273.5,0.5
BIF5518,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Luzula spbroad,Luzula,spbroad,2018-03-17T00:00:00Z,5,5,0.071,0.214333333,2.605,0.211,0.214,0.218,NA,1,1,NA,NA,NA,NA,0.026,0.071,0.026,2.605,100.1923077,0.366197183
BIG0022,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Agrostis spnorwegian,Agrostis,spnorwegian,2018-03-17T00:00:00Z,1,13,0.03,0.173333333,2.37,0.163,0.178,0.179,NA,1,1,NA,NA,NA,NA,0.009,0.03,NA,2.37,NA,NA
BIH1098,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Agrostis spnorwegian,Agrostis,spnorwegian,2018-03-17T00:00:00Z,2,12,0.028,0.149333333,2.003,0.134,0.168,0.146,NA,1,1,NA,NA,NA,NA,0.011,0.028,NA,2.003,NA,NA
BII7260,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Lycopodiella cernua,Lycopodiella,cernua,2018-03-17T00:00:00Z,4,20,0.019,0.477666667,0.774,0.468,0.407,0.558,NA,1,1,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA
BIJ0219,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Lycopodiella cernua,Lycopodiella,cernua,2018-03-17T00:00:00Z,5,23,0.044,0.578,1.076,0.632,0.438,0.664,NA,1,1,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA
BIK5601,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Lycopodiella cernua,Lycopodiella,cernua,2018-03-17T00:00:00Z,3,7,0.024,0.405333333,1.09,0.363,0.311,0.542,NA,1,1,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA
BIM9902,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Lycopodiella cernua,Lycopodiella,cernua,2018-03-17T00:00:00Z,1,13,0.054,0.699666667,1.306,0.665,0.592,0.842,NA,1,1,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA
BIN0623,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Lycopodiella cernua,Lycopodiella,cernua,2018-03-17T00:00:00Z,2,26,0.034,0.541666667,0.898,0.528,0.546,0.551,NA,1,1,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
BIO0160,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Luzula spbroad,Luzula,spbroad,2018-03-17T00:00:00Z,1,11,0.052,0.338333333,1.823,0.285,0.361,0.369,NA,1,1,NA,NA,NA,NA,0.021,0.052,0.021,1.823,86.80952381,0.403846154
BIP2695,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Luzula spbroad,Luzula,spbroad,2018-03-17T00:00:00Z,2,16,0.085,0.213,3.932,0.208,0.213,0.218,NA,1,1,NA,NA,NA,NA,0.033,0.085,0.033,3.932,119.1515152,0.388235294
BIQ3873,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Luzula spbroad,Luzula,spbroad,2018-03-17T00:00:00Z,3,5,0.063,0.199666667,1.837,0.2,0.196,0.203,NA,1,7,NA,NA,NA,NA,0.022,0.063,0.022,1.837,83.5,0.349206349
BIR2788,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Luzula spbroad,Luzula,spbroad,2018-03-17T00:00:00Z,4,11,0.103,0.288666667,3.751,0.213,0.423,0.23,NA,1,3,NA,NA,NA,NA,0.038,0.103,0.038,3.751,98.71052632,0.368932039
BIT3138,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Calamagrostis sp2,Calamagrostis,sp2,2018-03-17T00:00:00Z,1,26,0.061,0.511,1.315,0.554,0.484,0.495,NA,1,1,NA,NA,NA,NA,0.032,0.061,NA,1.315,NA,NA
BIU3764,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Calamagrostis sp2,Calamagrostis,sp2,2018-03-17T00:00:00Z,2,32,0.059,0.462666667,1.224,0.487,0.459,0.442,NA,1,1,NA,NA,NA,NA,0.032,0.059,NA,1.224,NA,NA
BIV1034,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Calamagrostis sp2,Calamagrostis,sp2,2018-03-17T00:00:00Z,3,30,0.059,0.441333333,1.478,0.426,0.412,0.486,NA,1,1,NA,NA,NA,NA,0.03,0.059,NA,1.478,NA,NA
BIW0999,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Calamagrostis sp2,Calamagrostis,sp2,2018-03-17T00:00:00Z,4,31,0.075,0.415333333,1.597,0.434,0.41,0.402,NA,1,1,NA,NA,NA,NA,0.04,0.075,NA,1.597,NA,NA
BIX2470,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Calamagrostis sp2,Calamagrostis,sp2,2018-03-17T00:00:00Z,5,29,0.044,0.448666667,0.979,0.482,0.44,0.424,NA,1,1,NA,NA,NA,NA,0.023,0.044,NA,0.979,NA,NA
BIY1217,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Baccharis sp,Baccharis,sp,2018-03-17T00:00:00Z,3,55,0.036,0.326,1.235,0.352,0.3,NA,NA,1,1,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA
BJA8708,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Elaphoglossum sp,Elaphoglossum,sp,2018-03-17T00:00:00Z,5,21,0.506,0.482666667,10.177,0.513,0.47,0.465,NA,1,1,NA,NA,NA,NA,0.173,0.506,0.173,10.177,58.8265896,0.341897233
BJB3153,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Stevia sp,Stevia,sp,2018-03-17T00:00:00Z,1,65,0.167,0.366666667,5.48,0.324,0.335,0.441,NA,1,1,NA,NA,NA,NA,0.042,0.167,NA,5.48,NA,NA
BJC1578,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Stevia sp,Stevia,sp,2018-03-17T00:00:00Z,2,58,0.385,0.476,11.604,0.526,0.371,0.531,NA,1,1,NA,NA,NA,NA,0.118,0.385,NA,11.604,NA,NA
BJD1110,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Stevia sp,Stevia,sp,NA,5,34,0.231,0.270333333,17.503,0.318,0.257,0.236,NA,1,2,NA,NA,NA,NA,0.067,0.231,0.067,17.503,261.238806,0.29004329
BJE0300,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Baccharis sp,Baccharis,sp,2018-03-17T00:00:00Z,1,34,0.018,0.312666667,0.645,0.331,0.288,0.319,NA,1,2,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA
BJF7367,PE,2018,TRUE,B,WAY,3071.7,-13.179917,-71.588118,1,1,Baccharis sp,Baccharis,sp,2018-03-17T00:00:00Z,2,102,0.03,0.407,0.974,0.371,0.443,NA,NA,1,1,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA
BJH1976,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Nertera granadensis,Nertera,granadensis,2018-03-17T00:00:00Z,4,3,0.038,0.132,2.81,0.134,0.125,0.137,NA,1,20,NA,NA,NA,NA,0.009,0.038,NA,2.81,NA,NA
BJI1727,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Nertera granadensis,Nertera,granadensis,2018-03-17T00:00:00Z,5,2,0.012,0.096,1.412,0.089,0.107,0.092,bulk,19,19,NA,NA,NA,one lost before scanning,NA,6.32e-4,NA,0.074315789,NA,NA
BJJ4746,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Elaphoglossum sp,Elaphoglossum,sp,2018-03-17T00:00:00Z,1,23,1.141,0.608,21.009,0.628,0.584,0.612,NA,1,2,NA,NA,NA,non-hairy,0.41,1.141,0.41,21.009,51.24146341,0.359333918
BJK5418,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Elaphoglossum sp,Elaphoglossum,sp,2018-03-17T00:00:00Z,2,25,0.384,0.475,7.686,0.486,0.466,0.473,NA,1,1,NA,NA,NA,NA,0.158,0.384,NA,7.686,NA,NA
BJL6171,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Elaphoglossum sp,Elaphoglossum,sp,2018-03-17T00:00:00Z,3,20,NA,NA,10.26,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0.228,NA,NA,10.26,NA,NA
BJM6402,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Elaphoglossum sp,Elaphoglossum,sp,2018-03-17T00:00:00Z,4,11,0.18,0.430666667,4.493,0.377,0.576,0.339,NA,1,1,NA,NA,NA,NA,0.055,0.18,NA,4.493,NA,NA
BJO4880,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Paspalum bonplandianum,Paspalum,bonplandianum,2018-03-17T00:00:00Z,5,14,0.079,0.186333333,5.121,0.136,0.177,0.246,NA,1,1,NA,NA,NA,NA,0.025,0.079,0.025,5.121,204.84,0.316455696
BJP3694,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Gnaphalium dombeyanum,Gnaphalium,dombeyanum,2018-03-17T00:00:00Z,1,42,0.031,0.252666667,0.935,0.257,0.236,0.265,NA,1,2,NA,NA,NA,NA,0.011,0.031,0.011,0.935,85,0.35483871
BJQ2059,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Gnaphalium dombeyanum,Gnaphalium,dombeyanum,2018-03-17T00:00:00Z,2,51,0.016,0.288666667,0.437,0.242,0.278,0.346,NA,1,2,NA,NA,NA,NA,0.005,0.016,0.005,0.437,87.4,0.3125
BJR4811,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Nertera granadensis,Nertera,granadensis,NA,1,1,0.017,0.081,1.78,0.072,0.093,0.078,bulk,20,19,NA,NA,NA,NA,0.004,8.5e-4,2e-4,0.089,445,0.235294118
BJS8357,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Nertera granadensis,Nertera,granadensis,2018-03-17T00:00:00Z,2,1,0.02,0.045666667,1.463,0.046,0.048,0.043,NA,1,14,NA,NA,NA,19 leaves,0.004,0.02,NA,1.463,NA,NA
BJT7131,PE,2018,TRUE,B,WAY,3073.1,-13.179978,-71.588188,1,2,Nertera granadensis,Nertera,granadensis,2018-03-17T00:00:00Z,3,2,0.017,0.362666667,1.445,0.119,0.089,0.88,bulk,20,18,NA,NA,NA,NA,NA,8.5e-4,NA,0.07225,NA,NA
BJV5416,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Stevia sp,Stevia,sp,2018-03-17T00:00:00Z,3,19,0.082,0.355333333,2.83,0.413,0.328,0.325,NA,1,1,NA,NA,NA,NA,0.02,0.082,NA,2.83,NA,NA
BJW3997,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Stevia sp,Stevia,sp,2018-03-17T00:00:00Z,4,1,0.032,0.283,1.356,0.267,0.307,0.275,NA,1,1,NA,NA,NA,NA,0.008,0.032,NA,1.356,NA,NA
BJX4525,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Paspalum bonplandianum,Paspalum,bonplandianum,2018-03-17T00:00:00Z,1,22,0.132,0.116333333,9.053,0.117,0.12,0.112,NA,1,1,NA,NA,NA,NA,0.029,0.132,NA,9.053,NA,NA
BJY2232,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Paspalum bonplandianum,Paspalum,bonplandianum,2018-03-17T00:00:00Z,2,19,0.105,0.15,7.915,0.136,0.181,0.133,NA,1,1,NA,NA,NA,NA,0.037,0.105,NA,7.915,NA,NA
BJZ2507,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Paspalum bonplandianum,Paspalum,bonplandianum,2018-03-17T00:00:00Z,3,11,0.053,0.151,4.497,0.13,0.198,0.125,NA,1,1,NA,NA,NA,NA,0.016,0.053,NA,4.497,NA,NA
BKA5486,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Paspalum bonplandianum,Paspalum,bonplandianum,2018-03-17T00:00:00Z,4,18,0.052,0.124,3.803,0.097,0.12,0.155,NA,1,2,NA,NA,NA,NA,0.013,0.052,0.013,3.803,292.5384615,0.25
BKC4321,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Nertera granadensis,Nertera,granadensis,2018-03-17T00:00:00Z,1,1,0.024,0.117,1.601,0.081,0.131,0.139,bulk,22,22,NA,NA,NA,NA,0.018,0.001090909,8.18e-4,0.072772727,88.94444444,0.75
BKD5192,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Nertera granadensis,Nertera,granadensis,2018-03-17T00:00:00Z,2,3,0.025,0.170666667,2.151,0.116,0.169,0.227,bulk,20,20,NA,NA,NA,NA,0.005,0.00125,NA,0.10755,NA,NA
BKE3461,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Nertera granadensis,Nertera,granadensis,2018-03-17T00:00:00Z,3,1,0.032,0.088,2.122,0.092,0.097,0.075,bulk,21,21,NA,NA,NA,NA,NA,0.00152381,NA,0.101047619,NA,NA
BKF5318,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Nertera granadensis,Nertera,granadensis,2018-03-17T00:00:00Z,4,2,0.03,0.107333333,1.707,0.093,0.11,0.119,bulk,19,19,NA,NA,NA,one lost before scanning,0.004,0.001578947,NA,0.089842105,NA,NA
BKG0878,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Stevia sp,Stevia,sp,2018-03-17T00:00:00Z,1,15,0.075,0.362333333,2.471,0.279,0.381,0.427,NA,1,1,NA,NA,NA,NA,0.022,0.075,NA,2.471,NA,NA
BKH6839,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Stevia sp,Stevia,sp,2018-03-17T00:00:00Z,2,45,0.202,0.344,7.209,0.406,0.316,0.31,NA,1,1,NA,NA,NA,NA,0.055,0.202,NA,7.209,NA,NA
BKJ6917,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex boliviensis,Carex,boliviensis,2018-03-17T00:00:00Z,4,12,0.025,0.152666667,1.422,0.164,0.16,0.134,NA,1,4,NA,NA,NA,NA,0.011,0.025,NA,1.422,NA,NA
BKK1148,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Senecio sp,Senecio,sp,2018-03-17T00:00:00Z,1,87,1.293,0.442333333,27.032,0.409,0.475,0.443,NA,1,1,NA,NA,NA,NA,0.394,1.293,NA,27.032,NA,NA
BKL2587,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Senecio sp,Senecio,sp,2018-03-17T00:00:00Z,2,20,0.648,0.393666667,14.77,0.423,0.372,0.386,NA,1,2,NA,NA,NA,NA,0.213,0.648,NA,14.77,NA,NA
BKM5159,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Senecio sp,Senecio,sp,2018-03-17T00:00:00Z,3,120,0.932,0.533333333,19.079,0.503,0.564,0.533,NA,1,1,NA,NA,NA,NA,0.293,0.932,NA,19.079,NA,NA
BKN3634,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Senecio sp,Senecio,sp,2018-03-17T00:00:00Z,4,60,0.958,0.438333333,17.263,0.441,0.456,0.418,NA,1,1,NA,NA,NA,NA,0.305,0.958,NA,17.263,NA,NA
BKO1558,PE,2018,TRUE,B,WAY,3078.8,-13.180092,-71.588355,1,4,Senecio sp,Senecio,sp,2018-03-17T00:00:00Z,5,50,0.819,0.385,17.967,0.386,0.398,0.371,NA,1,1,NA,NA,NA,NA,0.215,0.819,NA,17.967,NA,NA
BKQ0677,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Calamagrostis spq,Calamagrostis,spq,2018-03-17T00:00:00Z,2,15,0.044,0.227666667,2.071,0.242,0.221,0.22,bulk,4,4,NA,NA,NA,NA,0.022,0.011,NA,0.51775,NA,NA
BKR4534,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Calamagrostis spq,Calamagrostis,spq,2018-03-17T00:00:00Z,3,9,0.021,0.265,1.16,0.284,0.264,0.247,bulk,3,3,NA,NA,NA,NA,0.012,0.007,NA,0.386666667,NA,NA
BKS9846,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Calamagrostis spq,Calamagrostis,spq,2018-03-17T00:00:00Z,4,22,0.04,0.375666667,1.623,0.394,0.35,0.383,bulk,2,2,NA,NA,NA,NA,0.023,0.02,NA,0.8115,NA,NA
BKT4362,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex boliviensis,Carex,boliviensis,2018-03-17T00:00:00Z,1,11,0.018,0.147,1.444,0.134,0.146,0.161,NA,1,1,NA,NA,NA,NA,0.01,0.018,NA,1.444,NA,NA
BKU4688,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex boliviensis,Carex,boliviensis,2018-03-17T00:00:00Z,2,10,0.012,0.220333333,0.729,0.151,0.263,0.247,NA,1,3,NA,NA,NA,NA,0.006,0.012,NA,0.729,NA,NA
BKV3120,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex boliviensis,Carex,boliviensis,2018-03-17T00:00:00Z,3,9,0.002,0.121,0.413,0.123,0.132,0.108,NA,1,2,NA,NA,NA,NA,0,0.002,NA,0.413,NA,NA
BKX0164,PE,2018,TRUE,B,ACJ,3447.7,-13.169548,-71.63403,1,5,Vaccinium floribundum,Vaccinium,floribundum,2018-03-15T00:00:00Z,2,16,0.08,0.385333333,2.512,0.392,0.397,0.367,bulk,10,11,NA,NA,NA,NA,0.045,0.008,NA,0.2512,NA,NA
BKY5989,PE,2018,TRUE,B,ACJ,3447.7,-13.169548,-71.63403,1,5,Vaccinium floribundum,Vaccinium,floribundum,NA,3,5,0.093,0.411,2.894,0.442,0.368,0.423,bulk,10,10,NA,NA,NA,NA,0.03,0.0093,NA,0.2894,NA,NA
BKZ7347,PE,2018,TRUE,B,ACJ,3447.7,-13.169548,-71.63403,1,5,Vaccinium floribundum,Vaccinium,floribundum,NA,4,8,0.17,0.446333333,4.548,0.415,0.465,0.459,bulk,10,11,NA,NA,NA,NA,0.077,0.017,NA,0.4548,NA,NA
BLA2089,PE,2018,TRUE,B,ACJ,3447.7,-13.169548,-71.63403,1,5,Vaccinium floribundum,Vaccinium,floribundum,2018-03-15T00:00:00Z,5,9,0.123,0.335,3.709,0.246,0.382,0.377,bulk,10,10,NA,NA,NA,NA,0.056,0.0123,NA,0.3709,NA,NA
BLC5024,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Calamagrostis spq,Calamagrostis,spq,2018-03-17T00:00:00Z,1,9,0.045,0.331333333,1.296,0.322,0.326,0.346,bulk,4,4,NA,NA,NA,NA,0.022,0.01125,NA,0.324,NA,NA
BLE5957,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex pichinchensis,Carex,pichinchensis,2018-03-17T00:00:00Z,2,19,0.201,0.277333333,9.705,0.248,0.275,0.309,NA,1,1,NA,NA,NA,NA,0.086,0.201,NA,9.705,NA,NA
BLF4831,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex pichinchensis,Carex,pichinchensis,2018-03-17T00:00:00Z,3,15,0.166,0.299666667,7.988,0.309,0.3,0.29,NA,1,1,NA,NA,NA,NA,0.073,0.166,NA,7.988,NA,NA
BLG6453,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex pichinchensis,Carex,pichinchensis,2018-03-17T00:00:00Z,4,16,0.144,0.277333333,6.619,0.31,0.251,0.271,NA,1,1,NA,NA,NA,NA,0.062,0.144,NA,6.619,NA,NA
BLH2164,PE,2018,TRUE,B,ACJ,3446.3,-13.169447,-71.634022,1,3,Pernettya prostrata,Pernettya,prostrata,NA,1,14,0.062,0.599666667,1.297,0.604,0.566,0.629,bulk,5,5,NA,NA,NA,NA,0.029,0.0124,NA,0.2594,NA,NA
BLI6487,PE,2018,TRUE,B,ACJ,3446.3,-13.169447,-71.634022,1,3,Halenia umbellata,Halenia,umbellata,2018-03-15T00:00:00Z,2,18,0.029,0.230666667,1.217,0.2,0.244,0.248,NA,1,1,NA,NA,NA,NA,NA,0.029,NA,1.217,NA,NA
BLJ8964,PE,2018,TRUE,B,QUE,3889.8,-13.214146,-71.619396,1,4,Carex pichinchensis,Carex,pichinchensis,2018-03-17T00:00:00Z,5,17,0.226,0.247,9.001,0.27,0.234,0.237,NA,1,1,NA,NA,NA,NA,0.101,0.226,NA,9.001,NA,NA
BLL6017,PE,2018,TRUE,C,TRE,3714.7,-13.119695,-71.620927,1,4,Vaccinium floribundum,Vaccinium,floribundum,2018-03-16T00:00:00Z,1,34,0.123,0.470333333,3.484,0.509,0.429,0.473,bulk,10,10,NA,NA,NA,NA,0.046,0.0123,NA,0.3484,NA,NA
