site,year,month,day,treatment,plot_id,taxon,cover,fertile,seedling,observer,note_cover
WAY,2019,July,13,C,5,Gaultheria glomerata,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Gentiana sedifolia,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Gnaphalium dombeyanum,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,5,Halenia umbellata,12,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Hypochaeris taraxacoides,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Lycopodium clavatum,30,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Nertera granadensis,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Ourisia chamaedrifolia,0.5,0,0,"LVB,PSA",Flores_rojas
WAY,2019,July,13,C,5,Paspalum bonplandianum,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Pernettya prostrata,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Sisyrinchium vaginatum,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,5,Vaccinium floribundum,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Werneria nubigena,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Agrostis sp2,8,1,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Baccharis genistelloides,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Baccharis tricuneata,1,0,0,"LVB,PSA",muriendo
WAY,2019,Noviembre,27,B,1,Calamagrostis beauty hairy,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Carex pedunculado largo,4,0,0,"LVB,PSA",creemos_que_es_pichinchensis
WAY,2019,Noviembre,27,B,1,Cyrtochilum mystacinum,1,0,0,"LVB,PSA",muriendo
WAY,2019,Noviembre,27,B,1,Eriosorus cheilanthoides,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Festuca blue,4,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Gaulteria sp,2,0,0,"LVB,PSA",grande
WAY,2019,Noviembre,27,B,1,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Halenia umbellata,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Hieracium sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Lycopodiella cernua,40,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Myrsine sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Nertera granadensis,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Pterichis sp1,0.5,0,0,"LVB,PSA","plantula, creemos que es pterichos"
WAY,2019,Noviembre,27,B,1,Senecio pegajoso,8,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Sisyrinchium vaginatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Stevia sp,4,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,1,Stipa,25,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Bidens andicola,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Calamagrostis beauty hairy,2,1,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Carex pedunculado largo,6,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Elaphoglossum huacsaro,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Eriosorus cheilanthoides,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Festuca blue,20,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",muriendo
WAY,2019,Noviembre,27,B,2,Gomphichis sp1,0.5,0,1,"LVB,PSA","plantula, no se identifica, chekear mirosmodes"
WAY,2019,Noviembre,27,B,2,Halenia umbellata,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Lycopodiella cernua,12,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Lycopodium clavatum,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Nertera granadensis,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Senecio pegajoso,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Sisyrinchium vaginatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,2,Stevia sp,2,0,0,"LVB,PSA",cheek at the field maybe is S. Cuzcoensis
WAY,2019,Noviembre,27,B,2,Stipa,50,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Alchemilla orbiculata,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Baccharis genistelloides,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Bromus lanatus,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Calamagrostis beauty hairy,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Carex ecuadorica,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Festuca blue,12,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Gaultheria glomerata,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Halenia umbellata,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Hieracium sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Lycopodiella cernua,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Lycopodium clavatum,6,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Nertera granadensis,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Not stipa,6,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Rhynchospora macrochaeta,8,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Senecio pegajoso,6,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Stevia sp,4,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,3,Stipa,30,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Alchemilla orbiculata,0.5,0,0,"LVB,PSA",antes Alchemilla_orbiculata
WAY,2019,Noviembre,27,B,4,Calamagrostis beauty hairy,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Carex ecuadorica,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Carex pedunculado largo,15,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Cyrtochilum mystacinum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Festuca blue,4,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Lycopodiella cernua,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Lycopodium clavatum,6,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Not stipa,20,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Paspalum bonplandianum,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Rhynchospora brillante,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Sisyrinchium vaginatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Stevia sp,6,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,4,Stipa,30,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Agrostis sp2,6,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Bomarea sp,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Calamagrostis beauty,30,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Calamagrostis beauty hairy,4,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Carex boliviensis,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Eriosorus cheilanthoides,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Festuca blue,6,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Gentiana sedifolia,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Halenia umbellata,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Hypochaeris taraxacoides,12,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Lycopodiella cernua,8,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Lycopodium clavatum,16,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Paspalum bonplandianum,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Pterichis sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Rhynchospora brillante,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Sisyrinchium vaginatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,27,B,5,Stevia small,4,0,0,"LVB,PSA","Stevia_sp, Cheek at the field maybe is Ss bigger"
WAY,2019,Noviembre,26,C,1,Agrostis sp2,30,1,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Alchemilla orbiculata,1,1,0,"LVB,PSA",orbiculata
WAY,2019,Noviembre,26,C,1,Baccharis genistelloides,0.5,0,0,"LVB,PSA",muriendo
WAY,2019,Noviembre,26,C,1,Calamagrostis beauty,4,0,0,"LVB,PSA",antes cal softer beauty
WAY,2019,Noviembre,26,C,1,Calamagrostis beauty hairy,16,1,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Carex boliviensis,6,1,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Festuca blue,30,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Galium corymbosum,0.5,1,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Gentiana sedifolia,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Halenia umbellata,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Hieracium sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Hypochaeris taraxacoides,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Lycopodiella cernua,50,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Nertera granadensis,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Paspalum bonplandianum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,1,Stevia sp,3,0,0,"LVB,PSA",grande
WAY,2019,Noviembre,26,C,1,Werneria nubigena,5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Agrostis sp2,12,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Baccharis genistelloides,8,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Calamagrostis beauty,35,0,0,"LVB,PSA",incluiye beauty aspera
WAY,2019,Noviembre,26,C,2,Calamagrostis beauty hairy,6,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Carex boliviensis,16,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Eriosorus cheilanthoides,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Festuca green,4,0,0,"LVB,PSA","antes_festuca_blue,_creemos_que_blue_y_green_son_las_mismas"
WAY,2019,Noviembre,26,C,2,Gentiana sedifolia,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Halenia umbellata,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Hieracium sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Lycopodium clavatum,16,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Nertera granadensis,4,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Not stipa,12,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Paspalum bonplandianum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Pterichis sp1,0.5,1,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,2,Rhynchospora brillante,0.5,0,0,"LVB,PSA",hojas_brillantes
WAY,2019,Noviembre,26,C,2,Stevia sp,4,0,0,"LVB,PSA",Stevia_grande
WAY,2019,Noviembre,26,C,3,Agrostis sp2,16,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Baccharis genistelloides,4,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Calamagrostis beauty,35,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Calamagrostis beauty hairy,8,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Carex boliviensis,6,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Eriosorus cheilanthoides,5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Festuca blue,30,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Gentiana sedifolia,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",muriendo
WAY,2019,Noviembre,26,C,3,Halenia umbellata,1,0,1,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Hieracium sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Lycopodiella cernua,8,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Lycopodium clavatum,30,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Paspalum bonplandianum,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Pterichis sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Senecio pegajoso,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,3,Stevia sp,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Agrostis sp2,20,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Baccharis genistelloides,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Calamagrostis beauty hairy,16,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Carex duro,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Carex pedunculado largo,25,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Eriosorus cheilanthoides,0.5,0,0,"LVB,PSA","sacha,_revisar_en_campo"
WAY,2019,Noviembre,26,C,4,Festuca blue,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Gentiana sedifolia,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Halenia umbellata,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Lycopodium clavatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Nertera granadensis,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Not stipa,30,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Oreobolus mediano,2,0,0,"LVB,PSA",muriendo
WAY,2019,Noviembre,26,C,4,Paspalum bonplandianum,3,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Rhynchospora macrochaeta,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Senecio pegajoso,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Sisyrinchium vaginatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,4,Stevia sp,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Agrostis sp2,4,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Baccharis genistelloides,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Brachiotum pubecente,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Calamagrostis beauty,45,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Calamagrostis beauty hairy,12,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Carex boliviensis,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Carex mediano oscuro,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Eriosorus cheilanthoides,0.5,0,0,"LVB,PSA","sacha,_revisar_en_campo"
WAY,2019,Noviembre,26,C,5,Festuca blue,8,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Gaultheria glomerata,1,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Halenia umbellata,2,1,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Hypochaeris taraxacoides,2,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Lycopodiella cernua,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Lycopodium clavatum,12,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Nertera granadensis,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Ourisia chamaedrifolia,0.5,0,0,"LVB,PSA",Ourisia
WAY,2019,Noviembre,26,C,5,Paspalum bonplandianum,4,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Pernettya prostrata,1,1,0,"LVB,PSA",botones_florales
WAY,2019,Noviembre,26,C,5,Sisyrinchium vaginatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Stevia sp,4,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Vaccinium floribundum,3,0,0,"LVB,PSA",NA
WAY,2019,Noviembre,26,C,5,Werneria nubigena,2,0,0,"LVB,PSA",NA
ACJ,2019,April,12,B,1,Agrostis sp2,1,1,0,LVB,NA
ACJ,2019,April,12,B,1,Calamagrostis beauty,1,0,0,LVB,NA
ACJ,2019,April,12,B,1,Carex pichinchensis,1,0,0,LVB,NA
ACJ,2019,April,12,B,1,Chaptalia cordata,0.5,0,0,LVB,NA
ACJ,2019,April,12,B,1,Eriosorus cheilanthoides,1,0,0,LVB,NA
ACJ,2019,April,12,B,1,Festuca blue,5,1,0,LVB,NA
ACJ,2019,April,12,B,1,Gaultheria glomerata,5,0,0,LVB,NA
ACJ,2019,April,12,B,1,Gaultheria vaccinioides,5,0,0,LVB,NA
ACJ,2019,April,12,B,1,Halenia umbellata,2,0,0,LVB,NA
ACJ,2019,April,12,B,1,Hieracium sp1,0.5,0,0,LVB,NA
ACJ,2019,April,12,B,1,Hypericum andinum,1,0,0,LVB,NA
ACJ,2019,April,12,B,1,Lycopodium clavatum,25,0,0,LVB,NA
ACJ,2019,April,12,B,1,Miconia rotundifolia,0.5,0,0,LVB,NA
ACJ,2019,April,12,B,1,Nertera granadensis,1,0,0,LVB,NA
ACJ,2019,April,12,B,1,Not stipa,20,0,0,LVB,Not_stipa = softer ?
ACJ,2019,April,12,B,1,Not stipa softer,30,0,0,LVB,Not_stipa = softer ?
ACJ,2019,April,12,B,1,Oreobolus sp1,1,0,0,LVB,NA
ACJ,2019,April,12,B,1,Paspalum bonplandianum,15,0,0,LVB,NA
ACJ,2019,April,12,B,1,Pernettya prostrata,1,0,0,LVB,NA
ACJ,2019,April,12,B,1,Rhynchospora macrochaeta,6,0,0,LVB,NA
ACJ,2019,April,12,B,1,Vaccinium floribundum,6,0,0,LVB,NA
ACJ,2019,April,12,B,2,Calamagrostis big,4,0,0,PSA,NA
ACJ,2019,April,12,B,2,Carex tristicha,10,0,0,PSA,NA
ACJ,2019,April,12,B,2,Chaptalia cordata,1,0,0,PSA,NA
ACJ,2019,April,12,B,2,Eriosorus cheilanthoides,5,0,0,PSA,NA
ACJ,2019,April,12,B,2,Festuca blue,5,1,0,PSA,NA
ACJ,2019,April,12,B,2,Gaultheria glomerata,4,0,0,PSA,NA
ACJ,2019,April,12,B,2,Halenia umbellata,3,0,0,PSA,NA
ACJ,2019,April,12,B,2,Hieracium sp1,1,1,0,PSA,flores_muriendo
ACJ,2019,April,12,B,2,Laestadia muscicola,4,0,0,PSA,NA
ACJ,2019,April,12,B,2,Luzula narrow,0.5,0,0,PSA,NA
ACJ,2019,April,12,B,2,Lycopodium clavatum,0.5,0,0,PSA,NA
ACJ,2019,April,12,B,2,Melpomene moniliformis,3,0,0,PSA,NA
ACJ,2019,April,12,B,2,Miconia rotundifolia,2,0,0,PSA,NA
ACJ,2019,April,12,B,2,Not stipa,50,0,0,PSA,NA
ACJ,2019,April,12,B,2,Not stipa softer,5,0,0,PSA,NA
ACJ,2019,April,12,B,2,Oreobolus sp1,3,1,0,PSA,NA
ACJ,2019,April,12,B,2,Paspalum bonplandianum,5,0,0,PSA,NA
ACJ,2019,April,12,B,2,Pernettya prostrata,4,0,0,PSA,NA
ACJ,2019,April,12,B,2,Puya leptostachya,3,0,0,PSA,NA
ACJ,2019,April,12,B,2,Rhynchospora macrochaeta,8,0,0,PSA,NA
ACJ,2019,April,12,B,2,Vaccinium floribundum,25,0,0,PSA,NA
ACJ,2019,April,12,B,3,Baccharis genistelloides,0.5,0,0,LVB,NA
ACJ,2019,April,12,B,3,Carex pichinchensis,1,0,0,LVB,NA
ACJ,2019,April,12,B,3,Chaptalia cordata,0.5,0,0,LVB,NA
ACJ,2019,April,12,B,3,Cortaderia peluda,30,0,0,LVB,NA
ACJ,2019,April,12,B,3,Festuca blue,5,1,0,LVB,NA
ACJ,2019,April,12,B,3,Gaultheria glomerata,1,0,0,LVB,NA
ACJ,2019,April,12,B,3,Halenia umbellata,2,0,0,LVB,NA
ACJ,2019,April,12,B,3,Lycopodium clavatum,5,0,0,LVB,NA
ACJ,2019,April,12,B,3,Miconia rotundifolia,1,0,0,LVB,NA
ACJ,2019,April,12,B,3,Not stipa,25,0,0,LVB,NA
ACJ,2019,April,12,B,3,Not stipa softer,5,0,0,LVB,NA
ACJ,2019,April,12,B,3,Paspalum bonplandianum,15,0,0,LVB,NA
ACJ,2019,April,12,B,3,Pterichis sp1,0.5,0,0,LVB,NA
ACJ,2019,April,12,B,3,Rhynchospora macrochaeta,10,0,0,LVB,NA
ACJ,2019,April,12,B,3,Vaccinium floribundum,10,0,0,LVB,NA
ACJ,2019,April,12,B,4,Agrostis sp2,10,1,0,LVB,NA
ACJ,2019,April,12,B,4,Baccharis genistelloides,0.5,0,0,LVB,NA
ACJ,2019,April,12,B,4,Brachiotum pubecente,1,0,0,LVB,NA
ACJ,2019,April,12,B,4,Calamagrostis big,5,0,0,LVB,NA
ACJ,2019,April,12,B,4,Carex pichinchensis,2,0,0,LVB,NA
ACJ,2019,April,12,B,4,Carex tristicha,0.5,0,0,LVB,NA
ACJ,2019,April,12,B,4,Eriosorus cheilanthoides,0.5,0,0,LVB,NA
ACJ,2019,April,12,B,4,Festuca blue,5,1,0,LVB,NA
ACJ,2019,April,12,B,4,Gaultheria glomerata,5,0,0,LVB,NA
ACJ,2019,April,12,B,4,Halenia umbellata,0.5,0,0,LVB,NA
ACJ,2019,April,12,B,4,Miconia rotundifolia,1,0,0,LVB,NA
ACJ,2019,April,12,B,4,Not stipa,20,0,0,LVB,NA
ACJ,2019,April,12,B,4,Not stipa softer,30,0,0,LVB,NA
ACJ,2019,April,12,B,4,Pernettya prostrata,1,0,0,LVB,NA
ACJ,2019,April,12,B,4,Rhynchospora macrochaeta,10,0,0,LVB,NA
ACJ,2019,April,12,B,4,Vaccinium floribundum,4,0,0,LVB,NA
ACJ,2019,April,12,B,5,Agrostis sp2,1,0,0,SVH,"blue,_s"
ACJ,2019,April,12,B,5,Calamagrostis beauty,1,0,0,SVH,antes Calamagrostis_sp2
ACJ,2019,April,12,B,5,Calamagrostis big,10,0,0,SVH,NA
ACJ,2019,April,12,B,5,Carex tristicha,3,0,0,SVH,NA
ACJ,2019,April,12,B,5,Elaphoglossum huacsaro,5,0,0,SVH,NA
ACJ,2019,April,12,B,5,Gaultheria glomerata,10,1,0,SVH,NA
ACJ,2019,April,12,B,5,Halenia umbellata,15,1,0,SVH,NA
ACJ,2019,April,12,B,5,Hypericum andinum,3,1,0,SVH,NA
ACJ,2019,April,12,B,5,Luzula narrow,0.5,0,0,SVH,NA
ACJ,2019,April,12,B,5,Lycopodium clavatum,20,0,0,SVH,NA
ACJ,2019,April,12,B,5,Not stipa softer,30,1,0,SVH,NA
ACJ,2019,April,12,B,5,Pernettya prostrata,8,1,0,SVH,NA
ACJ,2019,April,12,B,5,Puya leptostachya,8,0,0,SVH,NA
ACJ,2019,April,12,B,5,Rhynchospora macrochaeta,12,0,0,SVH,NA
ACJ,2019,April,12,B,5,Vaccinium floribundum,6,1,0,SVH,NA
ACJ,2019,April,12,B,5,Viola wedelii,4,0,0,SVH,NA
ACJ,2019,April,7,C,1,Baccharis genistelloides,0.5,1,0,LVB,NA
ACJ,2019,April,7,C,1,Bromus lanatus,1,1,0,LVB,NA
ACJ,2019,April,7,C,1,Calamagrostis beauty,0.5,0,0,LVB,antes Calamagrostis_sp2
ACJ,2019,April,7,C,1,Calamagrostis beauty hairy,2,0,0,LVB,NA
ACJ,2019,April,7,C,1,Carex pichinchensis,3,1,0,LVB,NA
ACJ,2019,April,7,C,1,Chaptalia cordata,0.5,1,0,LVB,NA
ACJ,2019,April,7,C,1,Cortaderia aserrada,1,0,0,LVB,NA
ACJ,2019,April,7,C,1,Cyrtochilum mystacinum,0.5,0,0,LVB,NA
ACJ,2019,April,7,C,1,Elaphoglossum amphioxys,7,0,0,LVB,NA
ACJ,2019,April,7,C,1,Eriosorus cheilanthoides,1,0,0,LVB,NA
ACJ,2019,April,7,C,1,Festuca blue,5,1,0,LVB,NA
ACJ,2019,April,7,C,1,Gaultheria glomerata,3,0,0,LVB,NA
ACJ,2019,April,7,C,1,Gaultheria vaccinioides,5,0,0,LVB,NA
ACJ,2019,April,7,C,1,Halenia umbellata,1,0,0,LVB,NA
ACJ,2019,April,7,C,1,Lycopodium clavatum,15,0,0,LVB,NA
ACJ,2019,April,7,C,1,Miconia rotundifolia,1,0,0,LVB,NA
ACJ,2019,April,7,C,1,Nertera granadensis,1,0,0,LVB,NA
ACJ,2019,April,7,C,1,Not stipa,40,0,0,LVB,NA
ACJ,2019,April,7,C,1,Senecio pegajoso,0.5,0,1,LVB,NA
ACJ,2019,April,7,C,1,Senecio purple,1,0,1,LVB,NA
ACJ,2019,April,7,C,1,vaccinium floribundum,3,1,0,LVB,NA
ACJ,2019,April,7,C,2,Chaptalia cordata,0.5,1,0,LVB,NA
ACJ,2019,April,7,C,2,Cortaderia peluda,75,0,0,LVB,NA
