"site","year","month","day","plot","taxon","real_species_name","cover","fertile","seedling","observer","comment","habit","sampled"
"TRE",2020,3,15,"C4","Festuca_dolichophylla",NA,"+",0,0,"PSA,AP",NA,NA,0
"TRE",2020,3,15,"C4","Gaultheria_glomerata",NA,"4",0,0,"PSA,AP","2 samples + 1",NA,1
"TRE",2020,3,15,"C4","Halenia_umbellata",NA,"+",0,0,"PSA,AP","2 samples + 1",NA,1
"TRE",2020,3,15,"C4","Hypochaeris_taraxacoides",NA,"1",0,0,"PSA,AP",NA,NA,0
"TRE",2020,3,15,"C4","Lycopodium_clavatum",NA,"0",0,0,"PSA,AP",NA,NA,0
"TRE",2020,3,15,"C4","Calamagrostis_tarmensis",NA,"35",0,0,"PSA,AP",NA,NA,1
"TRE",2020,3,15,"C4","Perezia_pungens",NA,"2",0,0,"PSA,AP","was difficult to find",NA,0
"TRE",2020,3,15,"C4","Pernettya_prostrata",NA,"1",0,0,"PSA,AP",NA,NA,0
"TRE",2020,3,15,"C4","Rhynchospora_macrochaeta",NA,"10",1,0,"PSA,AP","2 samples + 1",NA,1
"TRE",2020,3,15,"C4","Vaccinium_floribundum",NA,"16",0,0,"PSA,AP","2 samples + 1",NA,1
"TRE",2020,3,15,"C4","Viola_pygmaea",NA,"+",0,0,"PSA,AP",NA,NA,0
"TRE",2020,3,15,"C4","Pterichis_sp1",NA,"+",0,0,"PSA,AP",NA,NA,0
"TRE",2020,3,15,"C5","Baccharis_genistelloides",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,15,"C5","Bromus_lanatus",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,15,"C5","Calamagrostis_cf._macrophylla",NA,"25",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,15,"C5","Festuca_dolichophylla",NA,"5",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,15,"C5","Gaultheria_glomerata",NA,"10",0,0,"LVB,KOZ","2 samples + 1",NA,1
"TRE",2020,3,15,"C5","Halenia_umbellata",NA,"1",0,0,"LVB,KOZ","2 samples + 1",NA,1
"TRE",2020,3,15,"C5","Hypericum_andinum",NA,"2",0,1,"LVB,KOZ",NA,NA,1
"TRE",2020,3,15,"C5","Trichophorum_rigidum",NA,"8",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,15,"C5","Luzula_racemosa",NA,"3",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,15,"C5","Lycopodium_clavatum",NA,"5",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,15,"C5","Paspalum_bonplandianum",NA,"5",0,0,"LVB,KOZ","2 samples + 1",NA,1
"TRE",2020,3,15,"C5","Pernettya_prostrata",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,15,"C5","Rhynchospora_macrochaeta",NA,"12",0,0,"LVB,KOZ","2 samples + 1",NA,1
"TRE",2020,3,15,"C5","Vaccinium_floribundum",NA,"25",0,1,"LVB,KOZ","2 samples + 1",NA,1
"TRE",2020,3,15,"C5","Werneria_nubigena",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,15,"C5","Lachemilla_jamesonii",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,15,"C5","Euphorbia_huanchahana",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,15,"C5","Viola_pygmaea",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","Blechnum_auratum",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","seedling_unknown",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","Rhynchospora_seedlings",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","Carex_pygmaea",NA,"16",1,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB1","Cortaderia_bifida",NA,"35",1,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB1","Eriosorus_cheilanthoides",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","Festuca_dolichophylla",NA,"3",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB1","Hypericum_andinum",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","Jamesonia_alstonii",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","Lycopodium_clavatum",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","Calamagrostis_tarmensis",NA,"35",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB1","Niphogeton_dissecta",NA,"5",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","Eriocaulon_microcephalum",NA,"1",1,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","Rhynchospora_macrochaeta",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","Lachemilla_cf_vulcanica",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB1","Oreobolus_sp1",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB2","Carex_pygmaea",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB2","Rhynchospora_seedlings",NA,"4",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB2","Eriosorus_cheilanthoides",NA,"2",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB2","Festuca_dolichophylla",NA,"20",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB2","Agrostis_perenans",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB2","Jamesonia_alstonii",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB2","Lycopodium_clavatum",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB2","Miconia_rotundifolia",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB2","Calamagrostis_tarmensis",NA,"30",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB2","Rhynchospora_macrochaeta",NA,"15",1,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB2","Elaphoglossum_amphioxys",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB2","Niphogeton_dissecta",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB2","Agrostis_mertensii",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB3","Cortaderia_bifida",NA,"40",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB3","Rhynchospora_seedlings",NA,"2",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB3","Jamesonia_alstonii",NA,"2",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB3","Lycopodium_clavatum",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB3","Melpomene_moniliformis",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB3","Calamagrostis_tarmensis",NA,"20",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB3","Rhynchospora_macrochaeta",NA,"3",1,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB3","Hieracium_cf._mandonii",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB3","Carex_pygmaea",NA,"+",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB4","Cortaderia_bifida",NA,"70",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB4","Rhynchospora_seedlings",NA,"6",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB4","Lycopodium_clavatum",NA,"3",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB4","Calamagrostis_tarmensis",NA,"16",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB4","Pernettya_prostrata",NA,"3",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB4","Rhynchospora_macrochaeta",NA,"4",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB4","Miconia_rotundifolia",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB4","Danthonia_secundiflora",NA,"+",1,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB5","Sisyrinchium_cf_jamesonii",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB5","Cortaderia_hapalotricha",NA,"40",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB5","Cortaderia_bifida",NA,"20",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB5","Diplostephium_cf._haenkei",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB5","Gaultheria_glomerata",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB5","Jamesonia_alstonii",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"ACJ",2020,3,15,"BB5","Lycopodium_clavatum",NA,"1",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB5","Calamagrostis_tarmensis",NA,"15",0,0,"LVB,KOZ",NA,NA,1
"ACJ",2020,3,15,"BB5","Vaccinium_floribundum",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB1","Lachemilla_jamesonii",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB1","Carex_bonplandii",NA,"6",1,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB1","Carex_pygmaea",NA,"1",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB1","Calamagrostis_tarmensis",NA,"50",1,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB1","Rhynchospora_macrochaeta",NA,"5",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB1","Lachemilla_cf_vulcanica",NA,"2",1,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB1","Agrostis_foliata",NA,"+",1,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB1","Bartsia_inaequalis",NA,"+",1,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB1","Agrostis_sedlings",NA,"10",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB1","Laestadia_muscicola",NA,NA,0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB2","Lachemilla_jamesonii",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB2","Aphanactis_villosa",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB2","Carex_bonplandii",NA,"8",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB2","Carex_pygmaea",NA,"20",1,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB2","Luzula_racemosa",NA,"+",1,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB2","Nertera_granadensis",NA,"2",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB2","Calamagrostis_tarmensis",NA,"40",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB2","Rhynchospora_macrochaeta",NA,"20",1,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB2","Vaccinium_floribundum",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB2","Lachemilla_cf_vulcanica",NA,"3",1,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB2","Agrostis_sp1",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB2","Pernettya_prostrata",NA,"2",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB2","Agrostis_foliata",NA,"5",1,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB2","Senecio_burkartii",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB2","Baccharis_caespitosa",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB2","Agrostis_sedlings",NA,"15",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB2","Gaultheria_glomerata",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB3","Agrostis_mertensii",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB3","Lachemilla_cf_vulcanica",NA,"3",1,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB3","Aphanactis_villosa",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB3","Carex_bonplandii",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB3","Carex_pichinchensis",NA,"15",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB3","Carex_pygmaea",NA,"5",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB3","Luzula_racemosa",NA,"1",1,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB3","Calamagrostis_tarmensis",NA,"55",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB3","Pernettya_prostrata",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB3","Gamochaeta_coarctata",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB3","Agrostis_foliata",NA,"3",1,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB3","Rhynchospora_macrochaeta",NA,"3",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB3","Vaccinium_floribundum",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB3","Agrostis_sedlings",NA,"10",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB3","Gaultheria_glomerata",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB3","Laestadia_muscicola",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB3","Eriosorus_cheilanthoides",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB4","Agrostis_mertensii",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB4","Lachemilla_cf_vulcanica",NA,"5",1,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB4","Antennaria_linearifolia",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB4","Calamagrostis_tricophylla",NA,"5",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB4","Carex_pygmaea",NA,"5",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB4","Eriosorus_cheilanthoides",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB4","Festuca_dolichophylla",NA,"3",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB4","Calamagrostis_tarmensis",NA,"50",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB4","Rhynchospora_macrochaeta",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB4","Agrostis_sp1",NA,"+",1,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB4","Gamochaeta_coarctata",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB4","Agrostis_foliata",NA,"+",1,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB4","Carex_bonplandii",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB4","Agrostis_sedlings",NA,"5",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB4","Laestadia_muscicola",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB4","Lachemilla_jamesonii",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Agrostis_mertensii",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Lachemilla_jamesonii",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Antennaria_linearifolia",NA,"0",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Calamagrostis_tricophylla",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Carex_pygmaea",NA,"10",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB5","Festuca_dolichophylla",NA,"2",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB5","Luzula_racemosa",NA,"3",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB5","Calamagrostis_tarmensis",NA,"55",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Lachemilla_cf_vulcanica",NA,"10",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB5","Gamochaeta_coarctata",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Agrostis_foliata",NA,"+",1,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Rhynchospora_macrochaeta",NA,"3",0,0,"LVB,KOZ",NA,NA,1
"TRE",2020,3,14,"BB5","Agrostis_sedlings",NA,"5",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Hypericum_andinum",NA,"1",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Carex_bomplandii",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Agrostis_sp1",NA,"+",0,0,"LVB,KOZ",NA,NA,0
"TRE",2020,3,14,"BB5","Pernettya_prostrata",NA,"+",0,0,"LVB,KOZ",NA,NA,0
